review,Reviewer_Score,sentiment,review_length,clean_review
 stuff was very helpful tolerant and solution focused the beds in the room were very comfortable   wi fi signal was poor in our room on the 7th floor however we were able to connect and use internet breakfast was not rich but satisfactory ,9.2,1,239,stuff help toler solut focus bed room comfort wi fi signal poor room th floor howev abl connect use internet breakfast rich satisfactori
 The design of the hotel and rooms The bathroom in the room was amazing The gym was a great addition and the staff were really friendly and helpful  No Negative,8.8,1,160,design hotel room bathroom room amaz gym great addit staff realli friendli help neg
 The staff were nice and accommodating  The rooms were very small and not like the pictures suggested also the air con was broken,6.7,0,129,staff nice accommod room small like pictur suggest also air con broken
 Excellent location No Negative,9.6,1,31,excel locat neg
 The lady on reception on check out was very helpful and the waiter that brought the breakfast to our room was nice  The room service was bad ordered a coffee that was lukewarm then ordered chilly and jacket potato worse my partner had ever eaten half of the music channel on the tv never worked and we paid for late check out and 3 different people knocked our door and 1 lady try to come in our room and the full English breakfast was poor and the toiletries was half full good job we had our own,4.2,0,498,ladi recept check help waiter brought breakfast room nice room servic bad order coffe lukewarm order chilli jacket potato wors partner ever eaten half music channel tv never work paid late check differ peopl knock door ladi tri come room full english breakfast poor toiletri half full good job
 Wonderful welcome The staff was excellent during my stay From beginning to end they were helpful smiling and professional My room was very good I like the design and the cleanliness The view from my terrace was awesome I can see the whole Place of Catalunya Amazing Also the private parking with access from lobby by lift is very appreciated The location is the best that you can find in Barcelona For sure I highly recommend thie hotel to anyone and I will be back with my family soon Thanks  Nothing,10.0,1,502,wonder welcom staff excel stay begin end help smile profession room good like design cleanli view terrac awesom see whole place catalunya amaz also privat park access lobbi lift appreci locat best find barcelona sure highli recommend thie hotel anyon back famili soon thank noth
 Staff were friendly efficient  Breakfast was only average Bedroom was basic bed wasn t very comfortable,6.7,0,104,staff friendli effici breakfast averag bedroom basic bed comfort
 The rooms were comfortable and all the staff were really nice   N A,9.2,1,68,room comfort staff realli nice n
No Positive  This is second time paid alot of money and give pad rooms,5.8,0,70,posit second time paid alot money give pad room
 Great location for visiting Royal Albert Hall and Victoria and Albert Museum Good value No Negative,7.9,1,100,great locat visit royal albert hall victoria albert museum good valu neg
 Your staff were polite and very helpful the food was excellent with plenty to choose from The restaurants were very clean and the views were fantastic   The cleanliness of the room was disappointing we found hair in our bed and in the bathtub The toilet had a brown stain around the rim of the seat and the air conditioning didn t seem to work properly so we ended up sleeping on top of the bed all night ,7.9,1,406,staff polit help food excel plenti choos restaur clean view fantast cleanli room disappoint found hair bed bathtub toilet brown stain around rim seat air condit seem work properli end sleep top bed night
 The location is great A good option for those who travel from Heathrow and other places to Paddington Although this is more a preference for short stays Had European socket in the room   The rooms are small That s a typical feature of hotels near Paddington of course ,6.3,0,269,locat great good option travel heathrow place paddington although prefer short stay european socket room room small typic featur hotel near paddington cours
